G,AIC,WAIC,DIC1,DIC2,CV
0.2448172210838191,0.15046761359038285,0.05779570604557094,-0.028769819476467617,0.26356531289356333,0.05714267284446173
0.17493846957078318,0.27587654688541896,0.189333562475138,0.09642339898921293,0.26846406673926104,0.18823693540608488
0.10433932772673771,0.19048195190398864,0.08748652670984747,0.011245154673694913,0.5199029554417081,0.08668451992689086
0.024433761111794183,0.2027979858699389,0.15327867276009854,0.02395665917100054,0.5584732527858716,0.15120972205409977
0.1650780755531258,0.24171326920675895,0.13321074742270156,0.06230276341498531,0.1705886106431187,0.13288755078609427
0.4032512910422703,0.2600686940689183,0.17145866295465417,0.08084313908170415,0.3354746354765812,0.17017961268130755
0.3616648574547341,0.2769977344883774,0.26318326299420214,0.09813167620075802,4.447710270002409,0.25879968531222985
0.16838146932663633,0.18770211217602473,0.08578383213970575,0.008370375299142196,0.8096384003144106,0.08521414107158698
0.16635323479074415,0.32572440654940493,0.2997348663708692,0.14672475157185083,2.3584750816246274,0.2966734506306743
0.12216345327680322,0.21443471874592923,0.17104020276487297,0.03568735429305825,2.0997693386512637,0.17066759364381134
0.24290250552980908,0.2960690505949195,0.21063294792935316,0.117006542010051,1.16235706655843,0.2100654034189926
0.05375931471406936,0.1782255937023347,0.11580250740831488,-0.0006560702240054894,0.7284637729455046,0.11157348317349935
0.2311641307263539,0.2673235357089556,0.1966050442571987,0.08811111031073615,0.3806924908657212,0.19494140870711618
0.06606114103027139,0.20846319906616095,0.07832597289514709,0.02887562351616957,0.14794972397589667,0.07815180526701404
0.07379630445464258,0.20070448070565838,0.09394454591710577,0.02156312048006548,0.18837848372093013,0.09363807408915825
0.14664833235088004,0.25513254825584575,0.18340471402195035,0.07589989526178265,0.8125423816624107,0.1820326301038051
0.1431690804598187,0.26024845764532145,0.21958382283853162,0.08102254857748825,0.6014467285506182,0.2134526541126398
0.1341844919008537,0.20691114203993877,0.1202510511168633,0.027708760491126583,1.1642436629416295,0.11934037264576425
0.11164939028954102,0.22109464047254157,0.12915424202860315,0.041803563436582536,0.23239120294583238,0.12874481696414186
0.21782110350172168,0.2559813397991011,0.17352818025017314,0.0766741139811895,0.4774243949687591,0.17255451251473097
0.10031978475141123,0.22644737305082785,0.1830368676999523,0.04732823064377811,1.3463460470266693,0.1783809941008343
0.34921275678738084,0.47215884430943333,0.37818527400098745,0.2925571272709071,0.7482243604227374,0.3770355368693963
0.1816981414890133,0.3249705490366246,0.24291694142828035,0.14591438464317186,0.8040894275753452,0.24217521448578694
0.2795898218180035,0.3980570369896288,0.3467650978575527,0.21873220410127026,1.479795250262395,0.3445170103596311
0.22949398515723907,0.20782138326969246,0.2006382663566999,0.02939165008424105,3.968908224602419,0.19514252058274018
0.08588327695802356,0.22730887469547412,0.11572500741142733,0.04788393558990478,0.4245897424634606,0.11538440674249806
0.15397158704645975,0.3199540701326615,0.24518391056444067,0.14078036967184637,0.9041783105516519,0.24303067594956929
0.07765036999679253,0.25937332222936504,0.20760264957128705,0.08044628418164379,1.5706785906152785,0.21202985909450156
0.19316598558751608,0.4338620232377952,0.33997794395607706,0.25433996171916107,1.3486968296912316,0.34203982787281184
0.12502561781790256,0.17494428366244108,0.09670316659507883,-0.0042554665814211745,0.4854468808305299,0.0975417255274742
0.2745940156705782,0.41869122217417676,0.4307117008734629,0.2397086300967075,5.946065951895518,0.42410594507889066
0.07495587746335275,0.1897937672584451,0.11481447140831413,0.010650793951080928,0.777479401051453,0.11316832637082364
0.2559320048985505,0.34674515138287276,0.26296300860166255,0.1675420761505304,1.0748685467443444,0.2642126359497663
0.09742014288983825,0.31567632116354005,0.29289971821122407,0.13677375522779833,4.220085253298514,0.29443010590988017
0.1376476671750826,0.30923456987167874,0.2885752313704195,0.13043588820226049,3.187636017843962,0.2849699559456109
0.21658407525174717,0.1847071075185447,0.34449110376272607,0.006510975669121066,7.5197267338239815,0.32547902195877043
0.08361273220603316,0.3086408080517611,0.21086924816366803,0.12945564427600686,0.5327658392613124,0.21115304073000019
0.39642747389090793,0.41598930129707945,0.40519456900432615,0.23691694238788585,3.0111040549554975,0.4002618212063265
0.1723619168305035,0.19674574995664074,0.10814473058095153,0.017455692591342498,0.4201906460991047,0.1069888482062904
0.22332999909930784,0.3158907438077847,0.29780486674489737,0.1364167511826455,1.011464590018976,0.294270293686667
0.09638075115245393,0.29335811311923976,0.3351971025972169,0.1147655763973745,5.825312924388193,0.3494785212488356
0.17969586593462772,0.4015750431324534,0.3857126727739022,0.2221872334938091,1.6455128115377562,0.37674988174188684
0.1468331131675633,0.22832074011044945,0.13284601816894437,0.04901061727316325,0.4962637307944,0.13294703435758137
0.17213627291330624,0.35321890452089555,0.2793502885691499,0.1738767088597406,0.8931093665971872,0.2782781059729569
0.14350599320172286,0.23176604673258083,0.1209356873190135,0.0523913404984242,0.3440118032972421,0.12118318659777039
0.16461933914611393,0.22806943504762422,0.13926109601406544,0.04892847307863413,0.4507547500442577,0.1389380543662817
0.3321893030454852,0.24223081602401564,0.15878093270318772,0.06305241290399977,0.6264033985968069,0.1584516326694807
0.09037146324337897,0.1825179191448747,0.14207924160552565,0.003459059741693693,0.2803164066423687,0.1400121987303624
0.05875590203020131,0.3062151357641447,0.2380356126337766,0.12705265468186155,0.28194263202073166,0.23651320594672143
0.0017319977751988347,0.15457353283613884,0.08352635394598629,-0.0244239915333484,0.1918369445899497,0.08130044206166431
0.24756643328543682,0.40433010242069933,0.3557588740758941,0.22489853334066545,2.843908999363247,0.35206850997874106
0.04444510054619144,0.16776488229966802,0.12445434844008751,-0.011109587511239027,0.940363564895085,0.12372966152507203
0.0708347900049997,0.26907575385090254,0.23966234858360558,0.09002697352801547,2.4527966724001278,0.23672974438539462
0.05480288971590852,0.18422851766493054,0.10486656634992286,0.005114596385496384,0.3645897423968272,0.10475146905299582
0.21997888623250716,0.41722965335576845,0.44081300990873906,0.23820705692792465,2.6237024574038674,0.43267228149232295
0.33356203472366985,0.334212175131297,0.28574201473489147,0.15540055116085405,2.988048887912637,0.28388101107061026
0.12101920774076369,0.18802369984340928,0.08615899222672851,0.008671011318371669,0.32852372413975317,0.08567058456378263
0.34734123715475995,0.31117704718334593,0.2952272622512684,0.13215868749037618,2.979584989670739,0.2842818884135738
0.06097162153932878,0.29017704114308174,0.3200739893180451,0.1117077318185391,6.873933784705489,0.30851107788392795
0.037188951005186155,0.22563198456983713,0.16600570386459523,0.046606875165327466,0.45177101441869283,0.16372589876747234
0.1315795869573897,0.29865906927957653,0.30685870121907044,0.12020439025800655,2.9711186463920356,0.3060565437460241
0.1457471141992439,0.1674016974142063,0.0759734217254664,-0.011933167617092622,0.14784976236031078,0.07529120915028997
0.12138521686408765,0.2530155554182514,0.14072241419756892,0.07350546239466382,0.2033217501828144,0.14017759322267764
0.1647755180308419,0.15421547895829413,0.052521723468489157,-0.025162218198728326,0.1938371331740285,0.05213440523196944
0.3833650278159766,0.25146805815193574,0.2148995547504935,0.0721481919950886,1.8608684793513248,0.21633880281474127
0.2270822604405094,0.351012538660898,0.3321073334785609,0.17109144881352023,2.3208533785828607,0.32693969562891745
0.28514321799403497,0.3884603093136061,0.30749818525982064,0.20933565623298733,0.8099325312152459,0.3081966329254673
0.3229762510302656,0.4970131951292629,0.4431459753360407,0.3175980041117761,0.7910243149592198,0.44167705167622806
0.37588025765584554,0.5251911171959751,0.492641773162104,0.3463577701672378,1.2802829185608822,0.4899990232650211
0.22320948838769183,0.28162111453345595,0.1595378912111869,0.10227590751198079,0.44601810982084444,0.1597457422541737
0.17404116396322422,0.22670249093109796,0.13352789444216207,0.04765719999719664,0.608971991329641,0.13118075367636095
0.13056281105773948,0.14593113620447973,0.11757437114902913,-0.03249516555682952,0.7268775147563691,0.11544025755276799
0.2990118511912012,0.4108465932665428,0.3558828953795796,0.23194093149252204,1.0605255245866285,0.352954729676064
0.0523003547913401,0.1665988013550539,0.154398887519136,-0.012002086924393751,0.7763137227023851,0.13957614329456902
0.2940309821609972,0.29369266759579915,0.24170639298737662,0.11319272966600913,1.3501319160845497,0.23810816245089939
0.18364377088380124,0.15766972896365417,0.10107515778644682,-0.02132421249410399,0.6426989437611965,0.10067567987179338
0.2231243204255744,0.2129506081140775,0.18278436194097836,0.033103178782553755,0.9578320550646815,0.17898840211064737
0.06110855529502501,0.1945324590591202,0.12960893568806497,0.015528163145832607,0.7041400654496108,0.12470022398221303
0.15911028026216734,0.17742395498432018,0.15647815740862292,-0.0010790743479383025,5.836407950419147,0.1578030247354718
0.00931210506111313,0.1928522065412004,0.13670754681447939,0.013917335323426983,3.2257878598863954,0.13843438452419932
0.10530834058016936,0.28646429387020866,0.17495465505323438,0.10714105327604884,0.34154064358078884,0.1743555473682985
0.1324503707034399,0.26719654807086,0.1802942945930024,0.08798572944268201,0.6420582497116261,0.18106862049077854
0.1260631001936332,0.23378168155566748,0.15699224719516636,0.054661332403094676,0.27299180009529955,0.1558011271849491
0.21404270624962685,0.22618173852698042,0.12713600795221502,0.04676735446147262,0.3745027067712048,0.1270181229826406
0.13539869016883088,0.27954676465173733,0.19955963289928214,0.10018044509528679,1.060661957727703,0.199268515891303
0.12387121376627519,0.24315993556981397,0.21270238422734167,0.06473052553025838,3.410777175629004,0.2091123788908309
0.10029050765305669,0.2941020897639852,0.2617044541640272,0.11520051072917958,2.8375757795226697,0.2590458540267022
0.12170133792567661,0.3557038027992494,0.2535587335746925,0.17628702171106525,0.485842769598964,0.25374532345055023
0.17670389006542742,0.1739087093941496,0.22560042377363487,-0.004290949634729202,2.8063804362685048,0.2262754626087471
0.0015739903421732038,0.24054062454670166,0.12885943588470639,0.06089966923479295,0.22348246838140717,0.12852200844158368
0.10991567660938806,0.07712194126835925,-0.025773932712457537,-0.1019483791899809,0.36281733294987006,-0.02644435110417831
0.07922647585084164,0.28145390439738094,0.2767709059146739,0.10315209363563582,3.8880950772222747,0.27272823383060896
0.02604653436279669,0.24693879539399433,0.16420500018893414,0.06777662019047526,1.1506285029907808,0.16245042914947128
0.12471038483033148,0.27373280713385206,0.16603932449890202,0.09440872332783101,0.8299817847325865,0.16556293015767665
0.07396676329898888,0.4015854744362013,0.29319830366460664,0.22207755629709425,0.3782643607496592,0.2929195626304839
0.2255347672848771,0.3494931036996647,0.2699869515710578,0.17013710533743875,0.5723480386607349,0.269725458680524
0.11108363548634514,0.3413037276310167,0.30786445277398755,0.16271970342096687,1.8972167605809194,0.3049098226786846
0.16132864018410764,0.18809500081671437,0.29192120163306434,0.00988068328893732,7.56594945436783,0.2836220236922671
0.3601935760069601,0.3080230984108887,0.2119576685091964,0.12834449674486414,1.2671908936177747,0.2110349542555383
0.12405718103492802,0.3605472583106586,0.3488637004916644,0.1819011101249597,1.818917089015418,0.345078307538877
